一级评论;实际爬取到的二级评论内容;单条评论情绪值;信任度指数1;正向情绪最大绝对值;负向情绪最大绝对值;情绪极性差值;信任度指数2;一级评论账号的粉丝数;信任度指数4;信任度值;归一化信任度值
能不能说说，为啥我支付成功，他不显示会员[苦涩];非常抱歉出现这样的情况！私信里之前已经回复您了，我们会全力尽快解决;-0.9313795023071163
#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#[打call][爱你]lc;刘亦菲去有风的地方🍒刘亦菲许红豆@刘亦菲☕☕刘亦菲去有风的地方🍒刘亦菲许红豆@刘亦菲🐰🐰刘亦菲去有风的地方🍒刘亦菲许红豆@刘亦菲🐳🐳刘亦菲去有风的地方🍒刘亦菲许红豆@刘亦菲🎊🎊;1.0
-----;------;------;0.0;1.0;;0;1.0;5;3.961617002119227e-07;0.40000007923234004;0.6666667987205667
早上好么么哒[心][心];午好;0.5486972293378238
-----;------;------;0.0;0.5486972293378238;;0;1.0;193;1.5291841628180217e-05;0.40000305836832567;0.6666717639472094
晚好[送花花];[抱抱];0.4999999999999998
-----;------;------;0.0;0.4999999999999998;;0;1.0;325;2.5750510513774977e-05;0.4000051501021028;0.6666752501701713
[羞嗒嗒][羞嗒嗒][羞嗒嗒];[鲜花];0.33333333333333415
-----;------;------;0.0;0.33333333333333415;;0;1.0;717;5.680958781038972e-05;0.4000113619175621;0.6666856031959367
[熊猫][熊猫][熊猫][熊猫]这就来了;[嘻嘻][爱你];0.9523427827319189
-----;------;------;0.0;0.9523427827319189;;0;1.0;539;4.270623128284527e-05;0.40000854124625657;0.6666809020770942
晚上好啊！爱你爱你爱你爱你爱你爱你爱你么么哒么么哒么么哒么么哒;[心];0.5297450424929182
-----;------;------;0.0;0.5297450424929182;;0;1.0;60;4.753940402543073e-06;0.4000009507880805;0.6666682513134674
[心][心][心];[心];0.5297450424929182
-----;------;------;0.0;0.5297450424929182;;0;1.0;243;1.9253458630299445e-05;0.40000385069172606;0.66667308448621
加油加油加油[加油][加油][加油];好的;0.3117256417880858
-----;------;------;0.0;0.3117256417880858;;0;1.0;168;1.3311033127120604e-05;0.40000266220662545;0.666671103677709
踩踩踩;[鲜花][抱抱];0.6588915167807954
-----;------;------;0.0;0.6588915167807954;;0;1.0;37;2.9315965815682285e-06;0.40000058631931634;0.6666676438655271
痛攒钱，把商贷提前还了！一起加油！;努力，加油;0.87401191374185
-----;------;------;0.0;0.87401191374185;;0;1.0;409;3.240602707733528e-05;0.4000064812054155;0.6666774686756923
午好;[嘻嘻];0.8888888888888888
-----;------;------;0.0;0.8888888888888888;;0;1.0;166;1.3152568447035835e-05;0.40000263051368945;0.666671050856149
早;晚好;0.027017742260800892
-----;------;------;0.0;0.027017742260800892;;0;1.0;103;8.160931024365609e-06;0.4000016321862049;0.6666693869770081
慧慧早ﾉ☀;[爱你];0.49661016949152526
-----;------;------;0.0;0.49661016949152526;;0;1.0;19;1.5054144608053064e-06;0.4000003010828922;0.6666671684714869
早，困死了[允悲];多睡会;0.0
-----;------;------;0.0;0.0;0.0;0;1.0;159;1.2597942066739144e-05;0.4000025195884134;0.6666708659806888
早安[赢牛奶];[心];0.5297450424929182
-----;------;------;0.0;0.5297450424929182;;0;1.0;26;2.0600408411019984e-06;0.4000004120081682;0.6666673533469469
午好呀;[鲜花];0.33333333333333415
-----;------;------;0.0;0.33333333333333415;;0;1.0;161;1.2756406746823912e-05;0.40000255128134937;0.6666709188022488
晚好吖慧慧[莱西奥]周末愉快！;愉快;0.06666666666666665
-----;------;------;0.0;0.06666666666666665;;0;1.0;659;5.221411208793142e-05;0.4000104428224176;0.6666840713706959
早上好加油加油[加油][加油][加油];[抱抱];0.4999999999999998
-----;------;------;0.0;0.4999999999999998;;0;1.0;328;2.598820753390213e-05;0.4000051976415068;0.6666753294025113
早早早啦[心];[嘻嘻];0.8888888888888888
-----;------;------;0.0;0.8888888888888888;;0;1.0;182;1.4420285887713987e-05;0.40000288405717754;0.6666714734286291
早啊[太阳]http://t.cn/A69PxP97;早呀[太阳];0.21029324669757643
-----;------;------;0.0;0.21029324669757643;;0;1.0;2160;0.00017114185449155063;0.40003422837089836;0.6667237139514972
早上好;早上好呀;0.025910216237784445
-----;------;------;0.0;0.025910216237784445;;0;1.0;31621;0.002505405824480242;0.4005010811648961;0.6675018019414933
早安[送花花];早安[太阳];0.6428117328779515
-----;------;------;0.0;0.6428117328779515;;0;1.0;39211;0.0031067792854019404;0.4006213558570804;0.6677022597618006
早安[心];早[太阳];0.21029324669757643
-----;------;------;0.0;0.21029324669757643;;0;1.0;42082;0.0033342553336636266;0.4006668510667327;0.667778085111221
早安[可爱]http://t.cn/A69PMQfn;早安[太阳];0.6428117328779515
-----;------;------;0.0;0.6428117328779515;;0;1.0;30916;0.002449547024750361;0.4004899094049501;0.6674831823415834
早上好;早[太阳][太阳];0.31795184078773464
-----;------;------;0.0;0.31795184078773464;;0;1.0;1016;8.05000574830627e-05;0.4000161000114966;0.666693500019161
早ﾉ☀[心]http://t.cn/A69PMqI4;早[太阳];0.21029324669757643
-----;------;------;0.0;0.21029324669757643;;0;1.0;55976;0.004435109466212518;0.40088702189324255;0.6681450364887375
早上好[送花花]http://t.cn/A69PMlHg;早上好呀[太阳];0.1919091896020506
-----;------;------;0.0;0.1919091896020506;;0;1.0;26180;0.0020743026623096274;0.40041486053246195;0.6673581008874365
早安;早安[太阳];0.6428117328779515
-----;------;------;0.0;0.6428117328779515;;0;1.0;909;7.202219709852756e-05;0.4000144044394197;0.6666906740656994
早安[太开心]http://t.cn/A69PMTWW;早[太阳];0.21029324669757643
-----;------;------;0.0;0.21029324669757643;;0;1.0;18609;0.0014744346158487341;0.4002948869231698;0.6671581448719496
早上好http://t.cn/A69PMtEC;早上好呀[太阳];0.1919091896020506
-----;------;------;0.0;0.1919091896020506;;0;1.0;86425;0.006847654988163084;0.4013695309976326;0.6689492183293876
早上好[爱你]http://t.cn/A69PfVvY;早上好[太阳];0.1919091896020506
-----;------;------;0.0;0.1919091896020506;;0;1.0;20581;0.0016306807904123163;0.4003261361580825;0.6672102269301374
早安[鲜花]http://t.cn/A69PfBJB;早;0.04504504504504503
-----;------;------;0.0;0.04504504504504503;;0;1.0;46518;0.0036857299940916445;0.4007371459988184;0.6678952433313639
早啊[羞嗒嗒]http://t.cn/A69PfKkJ;早[太阳];0.21029324669757643
-----;------;------;0.0;0.21029324669757643;;0;1.0;4054;0.000321207906531827;0.4000642415813064;0.6667737359688438
早安;早安[太阳];0.6428117328779515
-----;------;------;0.0;0.6428117328779515;;0;1.0;406720;0.03222537734203864;0.40644507546840775;0.6774084591140128
早安，新的一天开始了🌞http://t.cn/A69PMU0B;早;0.04504504504504503
-----;------;------;0.0;0.04504504504504503;;0;1.0;614792;0.048711408799337684;0.40974228175986754;0.6829038029331125
早[送花花];早;0.04504504504504503
-----;------;------;0.0;0.04504504504504503;;0;1.0;6;4.753940402543073e-07;0.40000009507880807;0.6666668251313467
早安http://t.cn/A69PfkRu;早[太阳];0.21029324669757643
-----;------;------;0.0;0.21029324669757643;;0;1.0;393271;0.031159781600808612;0.40623195632016174;0.6770532605336028
早上好[赢牛奶]http://t.cn/A69PiHKU;早上好呀[太阳];0.1919091896020506
-----;------;------;0.0;0.1919091896020506;;0;1.0;528193;0.041849967384007224;0.4083699934768015;0.680616655794669
早啊[太阳];早安[太阳];0.6428117328779515
-----;------;------;0.0;0.6428117328779515;;0;1.0;19731;0.0015633333013762895;0.40031266666027526;0.6671877777671253
早啊[举手]http://t.cn/A69PJYjW;早[太阳];0.21029324669757643
-----;------;------;0.0;0.21029324669757643;;0;1.0;763906;0.06052605995241781;0.4121052119904836;0.6868420199841393
早安[心]http://t.cn/A69PxaZc;早安[太阳];0.6428117328779515
-----;------;------;0.0;0.6428117328779515;;0;1.0;1101445;0.08727006477798425;0.41745401295559686;0.695756688259328
周末愉快[心]早安[爱你][送花花]http://t.cn/A69PxFBv;早安;0.5331588112694736
-----;------;------;0.0;0.5331588112694736;;0;1.0;102795;0.008144688394656919;0.40162893767893143;0.6693815627982189
早安[心]http://t.cn/A69PITdS;早;0.04504504504504503
-----;------;------;0.0;0.04504504504504503;;0;1.0;8089;0.0006409103986028486;0.4001281820797206;0.666880303466201
早安呀[彩虹屁]http://t.cn/A69PMOIt;早;0.04504504504504503
-----;------;------;0.0;0.04504504504504503;;0;1.0;444115;0.035188270697923615;0.40703765413958476;0.6783960902326411
早上好[鲜花]http://t.cn/A69PJdKN;早安[太阳];0.6428117328779515
-----;------;------;0.0;0.6428117328779515;;0;1.0;275;2.1788893511655752e-05;0.40000435777870236;0.6666739296311704
早安[鲜花]http://t.cn/A69PJaps;早[太阳];0.21029324669757643
-----;------;------;0.0;0.21029324669757643;;0;1.0;7096;0.0005622326849407608;0.4001124465369882;0.6668540775616468
早安[太阳]http://t.cn/A69PMn5J;早安;0.5331588112694736
-----;------;------;0.0;0.5331588112694736;;0;1.0;25509;0.0020211377621411875;0.40040422755242827;0.667340379254047
我也在看，还冲了会员[哈哈];哈哈哈哈快看！后面准备春节看了更新的太少了;0.20072995748615563
-----;------;------;0.0;0.20072995748615563;;0;1.0;1168;9.254337316950516e-05;0.4000185086746339;0.6666975144577231
一起旅居大理吧花[泪];放不下一些世俗的愿望[音乐];0.9836926768522913
-----;------;------;0.0;0.9836926768522913;;0;1.0;1306;0.00010347743609535422;0.4000206954872191;0.666701159145365
好棒[心];笑鼠最后几天冲个v;-0.5751242088187962
-----;------;------;0.0;;-0.5751242088187962;0;1.0;147;1.1647153986230529e-05;0.4000023294307973;0.6666705490513287
讲讲第二集;回复@Robelisk二号机:怎么就和没说一样了！冲着这句就还是能打开这期（一部分）的！;-0.959332353019561
讲讲第二集;回复@大大金小小gil:和没说一样！;-0.6735526371058478
讲讲第二集;gil可爱！w;0.5485995556254832
-----;------;------;0.6539779701807503;0.5485995556254832;-0.959332353019561;1.5079319086450442;0.24603404567747789;119;9.428648465043761e-06;0.3600066920729843;0.6000111534549738
在微博原来能看到更多[苦涩][苦涩];哈哈;0.052465563615616606
-----;------;------;0.0;0.052465563615616606;;0;1.0;1748;0.0001384981303940882;0.4000276996260788;0.6667128327101313
#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#🌻刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲[害羞];qe#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;1.0
-----;------;------;0.0;1.0;;0;1.0;33;2.61466722139869e-06;0.4000005229334443;0.6666675382224071
#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#爱你爱你@刘亦菲;ll#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;1.0
-----;------;------;0.0;1.0;;0;1.0;11;8.7155574046623e-07;0.4000001743111481;0.6666669571852467
qt#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;ss#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;1.0
-----;------;------;0.0;1.0;;0;1.0;11;8.7155574046623e-07;0.4000001743111481;0.6666669571852467
#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;gh#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;1.0
-----;------;------;0.0;1.0;;0;1.0;11;8.7155574046623e-07;0.4000001743111481;0.6666669571852467
#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#🌼刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;w#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;1.0
-----;------;------;0.0;1.0;;0;1.0;1;7.923234004238454e-08;0.40000001584646805;0.6666666930774466
2🍁#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#🍁刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;ff#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;1.0
-----;------;------;0.0;1.0;;0;1.0;427;3.38322091980982e-05;0.40000676644183963;0.6666779440697326
4🌷#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#🌷刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;qr#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;1.0
-----;------;------;0.0;1.0;;0;1.0;427;3.38322091980982e-05;0.40000676644183963;0.6666779440697326
#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲去有风的地方[666][打call];aa#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;1.0
-----;------;------;0.0;1.0;;0;1.0;36;2.8523642415258438e-06;0.4000005704728483;0.6666676174547471
qu#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;kk#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;1.0
